194;161;38
246;466;252
129;34;16
480;226;268
34;41;43
39;280;293
320;244;93
283;258;86
281;263;219
20;112;186
237;473;269
303;166;220
170;79;133
217;62;192
126;245;318
119;120;169
226;368;223
262;16;185
39;58;197
173;55;216
296;277;525
234;108;219
287;223;214
191;133;98
128;122;81
197;351;264
118;249;207
280;351;449
113;79;190
299;235;271
152;269;147
55;54;38
184;133;208
211;79;205
195;28;197
20;294;192
298;228;368
78;218;128
34;20;6
207;36;198
161;209;239
197;189;53
204;31;141
85;244;285
24;182;71
178;200;79
338;167;224
278;198;146
49;87;26
260;261;154
80;84;116
264;45;115
126;42;130
26;37;255
234;88;250
257;168;124
36;29;128
249;261;309
297;160;408
64;22;18
286;92;267
52;165;173
34;216;68
240;35;78
291;192;375
357;208;196
183;62;148
251;15;231
257;122;81
83;82;104
57;185;129
123;208;293
268;167;148
197;209;124
195;62;281
55;225;180
148;258;217
66;130;112
181;36;202
211;124;289
219;144;3
238;202;118
126;207;68
200;59;154
501;294;234
132;105;160
56;192;13
252;279;231
86;111;290
95;130;238
23;31;241
200;167;176
66;271;117
110;96;146
74;20;102
301;234;224
62;78;61
178;160;78
6;84;85
50;13;79
119;19;22
192;178;238
51;227;165
63;225;216
177;213;119
189;291;71
60;68;32
123;62;138
290;249;258
371;193;219
4;219;156
242;404;214
99;30;139
95;291;214
142;71;97
206;138;92
576;580;68
119;117;178
47;13;204
179;250;110
3;6;18
207;305;224
196;257;195
120;111;189
258;340;160
312;313;25
142;17;264
153;231;254
155;83;76
62;109;245
128;380;297
142;245;35
96;133;246
116;146;86
79;272;186
198;191;103
181;101;243
34;252;254
148;180;170
129;274;148
138;135;80
266;232;108
369;81;360
241;79;138
41;9;40
168;10;157
162;85;125
500;293;262
23;99;39
108;262;260
340;219;286
33;78;186
18;258;118
256;282;250
188;190;54
214;12;132
105;97;145
257;189;208
175;202;146
252;208;172
122;237;132
410;266;312
138;252;197
244;497;282
656;640;144
55;35;8
33;156;150
85;132;157
73;247;307
24;217;244
56;200;192
102;95;160
111;80;69
212;237;59
360;162;291
219;199;61
209;122;293
204;118;158
125;102;64
54;278;55
155;263;110
20;256;153
625;600;175
105;98;24
146;147;134
66;170;207
299;341;109
172;325;192
21;29;101
242;198;107
270;194;77
260;208;91
173;90;284
284;373;280
339;243;271
363;235;244
249;177;261
295;196;60
73;60;28
131;120;20
271;202;5
244;261;12
120;205;113
235;70;179
93;485;476
141;198;106
204;45;241
274;248;97
213;255;214
141;29;131
168;64;230
640;144;656
135;50;85
169;58;138
22;50;224
147;392;262
264;142;83
127;168;215
170;200;110
240;216;443
20;24;25
143;275;401
134;248;282
282;84;270
54;191;114
245;343;293
290;253;127
247;20;119
220;273;282
230;87;183
12;248;206
102;130;52
309;271;210
208;248;446
24;118;243
29;46;29
153;200;231
207;253;266
175;337;288
267;281;164
226;116;212
64;161;102
139;9;138
53;288;201
231;156;286
415;228;296
136;175;221
216;165;186
168;64;8
16;56;74
182;290;105
232;400;292
67;40;65
64;20;68
261;128;119
331;215;264
131;56;136
292;171;257
209;236;32
199;114;242
52;251;141
27;45;268
147;223;138
45;27;36
57;228;101
181;165;235
199;260;391
69;284;52
158;225;53
99;57;86
209;137;278
65;207;67
6;300;173
266;235;217
144;129;140
262;265;226
28;60;45
26;60;75
60;261;277
160;127;17
244;395;157
117;44;125
58;291;251
91;60;109
254;189;165
356;156;320
116;63;90
289;151;74
20;12;13
47;263;256
299;196;176
180;19;181
22;234;10
218;205;415
31;35;72
138;139;139
16;143;27
106;93;13
352;114;370
52;145;86
94;54;51
43;50;11
153;22;243
148;165;92
255;215;254
221;271;167
177;205;147
189;150;126
4;137;192
150;157;63
49;35;61
269;65;309
256;172;267
183;134;140
320;190;282
45;261;63
235;253;68
386;175;269
156;227;102
89;231;207
165;296;418
131;68;88
179;220;203
91;141;116
105;215;92
177;121;122
73;177;156
120;210;23
259;191;229
247;145;3
160;417;268
236;265;165
275;324;60
202;366;191
265;207;294
110;166;264
209;282;413
83;79;87
221;31;32
419;267;189
119;96;70
60;78;296
98;119;98
125;16;297
83;349;278
250;205;195
416;87;425
154;213;96
61;160;175
218;420;241
274;366;282
38;45;94
117;157;161
194;330;256
336;262;258
273;199;414
80;87;53
83;300;229
122;31;40
228;354;261
322;252;270
155;177;9
144;209;195
123;289;325
94;202;22
116;272;254
254;283;358
209;43;191
241;82;34
148;80;100
74;253;168
213;107;149
83;168;206
29;209;201
265;209;92
77;28;94
295;187;155
81;360;369
349;180;299
252;340;121
56;145;161
124;111;101
188;354;270
132;141;223
195;296;104
586;570;136
413;157;262
436;364;240
104;256;230
45;123;105
9;233;269
39;21;38
180;231;133
118;228;76
244;5;46
73;259;13
287;199;173
209;216;59
151;271;210
308;495;583
41;34;30
75;160;73
333;242;219
217;258;54
105;186;280
106;92;63
163;9;259
469;248;230
138;191;62
249;433;271
151;50;74
271;186;368
12;90;98
106;116;62
508;231;296
187;144;119
85;162;84
197;122;79
220;47;37
234;376;222
49;36;20
191;169;121
138;185;223
519;248;295
175;231;317
54;72;90
64;35;5
256;187;172
139;70;221
311;83;293
20;76;170
196;273;126
126;140;77
180;279;214
156;69;160
174;130;153
24;240;229
22;13;12
147;32;263
191;224;202
49;105;69
234;18;229
66;21;10
197;166;78
154;213;14
58;129;162
27;25;31
19;183;89
110;102;154
125;151;126
35;49;21
247;246;48
198;121;154
235;310;192
86;21;290
19;15;5
29;103;10
75;110;39
256;195;287
233;233;415
310;270;281
251;149;352
139;83;77
107;120;42
279;294;106
21;220;221
183;13;114
166;51;13
290;109;97
271;138;60
146;51;205
273;226;242
98;287;166
33;9;56
193;285;178
104;167;121
82;100;43
5;30;11
59;228;289
211;331;298
421;297;156
195;274;91
134;131;227
244;164;153
240;188;222
140;76;87
456;285;226
226;148;99
170;264;314
210;124;277
250;35;282
70;63;83
79;80;11
121;223;137
39;184;152
57;79;99
187;91;264
71;16;39
442;120;458
131;251;380
127;264;143
45;208;202
108;260;115
296;391;252
249;248;101
161;191;275
124;148;95
69;244;280
171;221;118
82;80;18
237;188;64
198;310;244
224;282;256
150;273;24
241;42;255
166;168;170
32;9;37
109;271;177
273;135;265
272;201;161
135;246;158
402;225;223
203;214;289
23;31;90
194;242;299
212;165;215
32;102;18
337;234;242
179;174;145
183;149;66
194;142;295
106;345;295
187;179;200
11;78;31
270;16;138
76;27;276
279;270;293
81;96;71
78;220;195
328;72;320
341;91;284
41;840;200
49;27;86
125;46;95
122;287;396
17;110;73
128;30;141
227;177;54
108;243;180
376;100;300
106;74;48
500;300;400
267;179;283
198;291;164
89;96;162
337;270;208
229;342;208
124;259;360
151;137;285
101;34;106
262;189;201
54;212;204
52;110;125
118;100;118
288;175;337
229;59;222
292;77;213
41;242;214
105;137;88
130;74;235
217;229;218
240;44;244
231;128;124
152;257;336
218;281;67
53;58;63
261;158;39
271;277;410
189;249;39
211;153;29
230;171;259
74;22;156
261;343;134
240;338;238
279;142;63
83;292;340
280;163;230
151;159;108
59;35;276
175;321;179
259;42;229
98;67;60
41;34;64
92;9;49
262;372;168
105;230;273
43;61;127
151;230;108
100;28;96
345;108;265
191;272;23
306;270;144
39;78;88
63;223;286
285;263;172
209;141;298
149;37;282
31;177;272
72;650;646
63;167;107
464;320;336
250;496;279
38;96;134
214;124;335
164;77;178
131;237;198
183;120;85
132;239;80
64;252;260
15;112;113
360;289;222
12;13;5
283;140;222
113;175;249
71;121;207
273;162;152
132;159;106
333;298;55
278;33;239
27;34;23
146;252;203
155;244;246
442;120;458
291;232;247
90;216;234
105;608;617
48;17;34
28;243;217
163;263;343
146;284;177
260;272;20
132;265;216
234;98;198
161;261;246
180;112;212
248;112;181
299;202;102
169;169;315
388;202;232
47;235;69
123;171;272
172;167;181
33;84;60
264;54;294
206;78;47
169;87;97
44;234;197
98;223;177
288;216;360
97;241;217
138;18;292
146;110;96
512;263;279
608;617;105
225;59;144
231;274;76
94;219;221
137;123;71
7;205;175
265;269;227
159;172;86
152;155;95
242;275;493
59;227;183
9;162;76
66;41;84
57;45;65
267;279;397
254;169;314
14;24;120
120;161;54
163;298;198
43;95;249
172;349;210
303;229;110
58;141;76
254;274;377
118;140;194
269;269;337
324;294;265
268;226;348
139;187;104
244;8;4
110;22;111
286;246;120
24;143;145
262;167;174
72;315;245
100;37;186
97;43;50
268;61;308
271;266;293
177;140;258
20;188;227
263;175;213
514;64;510
195;208;109
41;198;100
208;145;116
124;230;252
37;99;133
84;71;66
122;143;190
238;227;224
134;153;49
218;299;271
220;202;249
149;202;114
263;80;277
59;250;150
300;170;395
167;158;312
151;223;158
41;34;67
50;18;67
166;266;125
30;264;180
204;135;187
205;297;73
6;64;179
208;169;274
48;13;20
106;56;90
104;83;199
251;215;316
73;48;55
250;26;272
7;98;216
251;109;217
92;175;110
48;53;104
46;151;162
223;157;75
143;102;103
138;188;156
210;36;9
159;290;416
138;194;193
175;206;106
204;313;180
122;60;79
212;38;102
154;280;142
164;166;73
250;236;50
271;79;271
266;65;230
377;135;352
80;32;71
67;233;159
284;168;172
224;56;228
243;193;171
47;45;83
49;238;216
136;254;44
175;88;264
364;215;195
80;70;84
82;7;167
65;239;243
532;165;557
158;138;120
260;95;135
242;388;176
50;48;14
67;156;136
107;176;83
212;215;37
20;39;21
69;314;248
40;202;198
285;337;257
373;252;275
104;12;100
169;277;83
151;237;84
423;173;297
142;199;179
255;146;137
191;233;239
275;150;253
235;228;25
107;57;138
301;115;235
187;220;314
44;6;10
132;150;116
292;192;220
122;40;192
248;195;198
357;76;365
40;199;46
188;191;258
43;80;58
75;64;123
25;63;64
8;65;165
200;260;384
501;254;291
55;4;191
113;163;52
332;196;272
195;194;223
53;267;279
208;306;370
160;122;285
420;421;29
102;91;23
131;52;60
3;81;168
208;231;343
138;123;228
291;282;287
37;35;12
140;135;44
267;246;194
39;44;176
78;289;136
140;218;245
61;19;200
107;246;347
35;88;140
124;17;4
184;136;63
75;130;59
99;213;143
142;298;109
183;217;243
120;22;122
208;192;80
59;16;55
189;81;39
208;17;10
148;194;80
150;194;187
72;153;135
270;507;299
58;238;244
195;198;168
50;20;253
38;38;44
40;42;58
192;174;139
250;279;61
122;60;60
42;254;21
173;133;124
201;201;284
95;145;224
283;225;143
178;209;237
163;91;174
43;91;74
109;100;163
596;560;204
60;76;37
138;137;37
320;117;252
345;168;227
41;189;246
82;153;197
48;290;286
217;262;53
135;221;163
61;126;135
40;96;104
108;239;260
219;228;141
102;280;232
56;55;58
100;74;89
229;59;123
241;291;159
248;472;265
132;70;142
84;164;5
296;312;182
66;279;170
268;106;283
154;57;208
15;5;158
182;70;230
60;339;289
128;131;31
209;138;114
386;262;145
85;89;154
425;375;200
192;111;162
335;290;69
64;144;189
81;66;81
235;222;362
245;153;129
190;202;90
128;62;65
87;109;167
247;279;55
80;21;151
282;516;268
57;71;9
116;52;84
132;39;20
140;154;149
297;170;236
74;56;242
129;181;230
155;227;301
89;87;126
186;194;138
50;14;48
231;52;232
217;163;277
248;167;323
172;179;216
333;250;217
92;56;122
320;328;72
31;256;137
175;130;131
532;165;557
161;207;252
191;198;51
127;132;216
113;266;340
173;105;183
243;124;224
9;296;20
514;64;510
251;283;186
215;96;244
187;126;252
334;296;125
190;13;72
68;279;106
202;279;117
155;24;28
265;141;163
61;116;174
229;104;214
251;245;260
239;94;186
426;281;247
13;109;107
227;63;141
86;53;77
173;19;167
89;181;118
75;196;245
278;336;133
274;210;176
181;238;177
390;249;241
215;339;134
138;204;75
296;251;509
91;213;280
338;269;172
225;59;214
128;234;21
90;239;223
23;140;191
83;33;46
75;194;192
93;72;14
270;118;175
53;73;34
119;24;45
214;154;246
127;216;121
240;147;123
76;137;190
227;142;273
272;186;213
300;170;271
239;171;260
283;83;81
221;288;489
36;202;82
290;242;292
123;272;108
270;327;176
183;193;362
146;302;158
246;55;282
273;91;214
276;310;44
98;171;212
67;138;102
60;122;188
17;34;61
212;19;257
63;61;6
342;175;201
18;63;37
337;167;209
210;54;54
262;50;184
145;363;265
166;52;232
98;41;103
76;101;196
107;174;114
94;272;330
27;40;46
132;242;61
253;287;36
68;51;66
239;98;266
98;21;15
185;12;279
249;38;22
87;416;425
100;17;77
80;192;208
87;285;120
55;191;99
21;296;153
51;277;33
264;503;249
241;375;189
33;114;64
380;246;198
569;231;520
157;278;109
282;208;469
9;151;217
160;164;36
155;69;87
336;340;52
254;226;139
297;154;53
121;173;64
154;34;94
118;220;182
32;96;8
277;185;136
236;44;221
116;84;80
158;183;93
97;45;152
233;65;27
86;187;154
300;269;47
70;120;24
278;294;286
94;194;73
205;153;211
166;238;352
155;105;127
172;154;138
131;98;119
92;87;174
253;196;21
55;114;137
160;272;114
126;130;32
11;52;88
248;86;225
195;99;279
76;365;357
203;102;105
257;189;181
397;112;297
86;307;242
101;121;193
330;210;293
232;82;150
494;291;222
193;98;165
88;105;137
27;125;119
56;73;94
9;228;41
401;40;399
4;55;11
340;336;52
103;108;112
291;27;173
289;564;285
310;206;277
124;358;247
115;122;280
212;128;55
208;221;106
139;192;72
29;18;66
241;475;245
220;262;105
133;251;354
52;143;135
184;200;106
119;58;148
210;309;250
130;144;9
242;229;94
17;7;161
24;138;287
163;203;233
67;4;67
128;79;81
261;60;222
233;296;482
34;17;19
280;448;237
64;252;260
195;65;65
74;100;143
48;100;156
159;212;125
202;219;136
79;141;126
45;112;280
147;245;196
38;129;94
161;303;259
293;425;234
41;58;77
480;544;256
260;3;279
193;183;51
245;117;224
160;231;281
44;3;74
295;142;110
247;275;467
275;493;232
148;164;64
112;233;86
288;254;482
108;260;309
297;129;67
203;326;192
324;45;293
20;289;48
197;110;179
274;237;225
218;35;269
294;143;82
152;61;201
84;110;79
29;118;50
168;410;374
410;312;266
132;229;98
185;99;261
153;135;72
40;10;38
97;186;252
135;289;206
289;410;255
128;204;93
95;73;98
74;175;228
80;81;80
63;166;154
289;335;247
230;243;201
401;399;40
377;152;345
212;404;265
340;144;308
314;267;158
136;126;139
113;209;198
147;230;289
32;191;95
165;557;532
176;11;59
187;81;145
217;143;341
293;46;297
323;290;257
295;274;146
266;176;317
64;147;193
86;69;145
282;64;285
149;118;91
145;98;63
21;88;105
185;204;11
20;48;52
169;312;264
236;253;412
112;56;4
66;125;5
47;170;146
184;137;58
133;190;272
24;26;10
95;135;26
127;256;273
65;60;137
289;11;211
154;50;170
10;148;247
123;306;219
128;187;62
240;285;78
130;112;66
231;182;35
259;293;495
308;340;144
297;226;133
328;166;176
269;317;197
62;202;257
51;149;140
144;345;208
32;126;130
145;24;143
160;231;281
243;156;157
213;398;257
171;173;263
100;269;258
232;306;255
60;48;16
127;61;84
109;134;267
200;156;337
301;300;114
315;149;295
68;576;580
403;207;223
58;245;257
157;11;211
51;53;49
249;91;4
177;176;15
58;110;31
220;293;226
70;297;151
48;105;106
152;30;12
116;102;76
258;17;204
52;48;128
60;68;32
84;85;13
336;386;190
158;21;283
67;231;104
36;151;139
313;184;250
276;105;256
190;151;120
113;281;14
8;17;10
121;67;98
54;127;128
123;197;156
236;180;185
119;263;196
221;120;111
179;235;272
185;229;313
63;101;54
155;89;115
204;99;163
184;323;277
159;108;285
222;139;293
264;207;176
164;262;281
243;183;355
192;104;100
288;175;223
265;280;479
151;135;146
193;298;299
365;357;76
171;119;184
132;191;134
207;342;257
216;163;68
111;5;103
300;282;114
290;30;236
160;199;267
227;187;201
83;135;113
169;174;323
200;251;116
178;278;48
56;138;104
51;50;22
113;36;144
51;123;49
130;12;88
60;288;140
290;218;435
150;213;54
14;17;8
17;261;48
103;90;32
121;44;39
173;52;187
234;216;90
160;128;96
88;32;101
125;132;195
26;85;47
263;277;407
338;290;229
203;49;203
195;169;77
172;164;226
39;32;28
190;145;190
207;159;166
177;282;297
252;159;268
306;238;295
67;193;211
69;68;14
260;241;12
162;232;341
57;217;138
43;36;22
120;169;63
107;388;284
42;80;114
257;207;167
25;24;7
194;203;35
88;79;158
63;12;71
262;393;281
232;283;56
48;114;246
198;109;164
448;227;236
308;340;144
98;178;279
254;319;127
245;140;264
13;51;26
131;180;151
115;31;136
71;59;65
143;85;175
39;15;89
112;11;66
168;410;374
40;96;104
147;197;260
105;141;60
122;190;93
181;67;150
221;203;407
132;255;287
5;78;76
253;274;220
189;232;162
134;248;262
20;46;62
58;227;33
85;50;66
129;119;12
111;87;23
139;222;276
617;608;105
270;143;200
115;209;125
210;286;186
214;174;105
37;13;44
208;126;39
137;66;140
275;222;107
309;145;204
178;210;151
164;71;130
64;24;28
188;128;144
56;65;33
166;243;113
208;206;180
108;37;73
366;282;102
258;4;21
27;41;4
192;173;136
90;217;53
310;262;208
227;155;103
141;190;8
98;121;71
98;237;17
84;60;88
27;62;199
58;175;118
226;17;72
142;106;134
299;197;5
544;545;33
86;80;150
42;193;180
146;103;46
198;22;172
49;26;69
249;84;268
259;47;3
153;84;108
116;186;235
203;229;53
56;196;5
122;74;69
248;287;256
55;107;137
212;163;220
335;146;236
127;176;231
360;319;481
79;157;81
190;86;242
128;96;160
27;15;151
17;173;209
244;444;272
520;128;504
346;330;104
78;99;117
37;34;11
140;243;363
75;168;256
55;257;120
60;91;109
76;50;109
66;266;212
99;40;69
199;258;95
60;229;221
233;266;193
105;19;66
188;25;71
135;227;217
106;90;56
197;103;269
47;8;141
18;4;17
129;115;109
22;36;44
35;156;145
77;199;178
222;204;123
113;159;83
58;13;112
354;193;218
150;253;148
32;101;276
153;188;44
84;13;85
151;285;397
119;176;271
224;49;223
223;96;160
92;194;244
31;280;269
150;19;49
152;137;70
204;7;199
264;265;23
197;224;61
173;260;412
234;93;115
143;239;175
264;265;23
24;45;78
299;132;258
116;119;45
288;150;344
44;78;146
138;192;72
148;48;140
224;273;378
65;47;30
397;228;325
201;144;129
273;230;283
408;262;158
95;178;117
66;72;154
261;279;96
103;56;59
55;260;296
245;391;174
123;201;116
233;71;165
157;330;208
128;93;45
260;132;224
42;97;86
255;212;138
84;230;194
32;102;269
153;227;108
259;181;190
242;199;49
294;227;369
110;265;33
148;139;198
299;157;69
42;40;58
300;86;30
254;306;241
359;99;281
19;244;234
280;202;281
122;124;153
39;196;100
184;153;101
210;8;127
545;544;33
170;416;273
161;220;371
164;128;46
65;236;296
78;153;97
15;138;130
71;52;86
223;203;289
270;169;146
29;12;9
160;31;169
288;34;290
180;108;144
239;211;224
140;39;18
291;173;82
134;189;315
286;298;151
206;245;409
172;231;183
40;401;399
14;48;50
296;187;217
121;280;79
283;240;134
370;306;208
274;95;138
210;138;37
135;158;271
78;47;198
43;217;254
193;294;141
276;167;380
154;47;143
6;106;24
139;225;161
184;130;184
202;183;215
186;18;103
185;210;169
184;97;47
14;70;191
168;157;152
237;95;233
373;279;284
141;276;110
24;25;7
230;257;32
25;92;135
165;246;293
271;245;362
249;113;230
177;303;280
400;300;500
257;35;219
246;176;124
296;211;140
19;40;40
178;123;125
257;279;248
184;120;55
277;293;35
167;226;231
420;29;421
268;285;252
169;232;138
159;228;204
142;120;105
84;83;30
12;54;274
78;293;281
206;208;9
218;135;66
44;103;137
121;98;121
228;198;67
211;122;232
97;194;137
97;36;167
245;273;274
309;242;289
293;32;243
149;51;140
235;294;121
3;184;287
107;267;173
112;207;26
84;13;85
352;127;279
29;218;281
23;41;23
23;126;26
19;197;194
42;147;191
213;207;159
252;258;218
192;212;28
129;207;95
221;196;71
164;164;164
153;170;190
230;231;242
150;278;368
161;157;51
231;295;354
252;149;152
237;184;389
22;67;68
156;133;205
420;289;195
259;275;424
230;157;375
209;214;114
230;400;175
309;129;282
118;171;243
126;245;325
167;250;48
266;110;122
215;40;124
215;14;9
138;240;158
205;77;193
113;120;232
75;95;80
108;109;150
404;253;270
155;165;122
143;27;29
96;131;70
214;274;432
290;34;288
236;219;266
358;236;251
119;275;197
140;223;271
220;296;352
183;248;383
176;46;13
63;70;10
65;268;271
33;545;544
54;54;44
108;166;252
42;192;188
162;205;321
60;11;61
76;200;8
226;209;115
159;226;72
414;280;285
12;184;11
32;53;52
81;82;10
172;246;294
81;149;136
25;6;12
9;285;79
232;196;289
174;262;214
134;378;297
464;285;251
82;223;191
284;133;230
135;45;123
81;205;32
158;407;262
110;178;90
286;434;276
201;52;262
48;32;18
206;70;30
183;153;78
252;115;277
340;336;52
42;54;76
174;205;172
124;27;86
210;63;73
249;90;56
66;141;167
274;192;190
266;244;172
157;275;6
290;217;118
220;112;204
134;241;154
225;152;348
373;252;275
104;49;94
110;89;160
75;171;139
58;249;107
111;50;55
34;33;26
280;330;73
162;213;197
191;422;270
225;18;51
241;116;349
128;139;202
60;61;11
298;130;319
76;720;119
156;39;211
263;216;299
174;283;175
69;234;201
175;204;95
96;168;30
23;75;20
370;352;114
421;298;183
251;82;133
339;267;123
160;112;135
166;149;54
366;233;145
80;106;67
190;239;149
240;358;135
230;80;64
114;36;111
168;187;252
87;206;220
130;128;47
158;160;117
174;451;286
101;105;138
226;207;314
463;263;271
261;187;136
356;156;320
197;265;361
256;192;320
219;422;274
241;384;188
66;143;203
32;60;68
154;170;72
117;266;235
239;192;139
179;28;279
263;270;430
112;152;113
99;91;106
133;123;149
181;119;59
156;205;71
295;192;215
23;11;13
182;53;201
144;640;656
304;175;137
268;221;258
277;339;241
210;201;66
170;272;197
506;238;272
275;96;226
106;138;146
44;75;165
247;387;178
12;50;162
64;31;48
21;20;29
27;108;122
331;152;280
213;181;229
90;246;184
43;193;100
40;167;231
288;256;92
208;234;58
23;89;106
147;169;22
206;239;354
128;168;118
257;260;231
33;167;176
19;150;10
365;27;364
173;108;189
144;82;57
92;57;45
239;367;256
181;75;115
139;77;295
265;182;148
344;256;227
68;66;225
121;156;81
60;110;3
79;197;119
90;182;228
216;177;117
82;365;286
117;275;166
78;152;288
66;108;249
120;285;285
35;182;174
73;167;68
417;195;300
89;264;190
151;169;69
282;218;275
86;122;83
269;214;58
30;34;16
78;98;92
274;52;235
251;91;215
273;167;152
337;268;144
80;48;64
300;439;184
76;285;264
82;195;202
128;520;504
103;174;163
289;232;286
205;249;80
39;63;5
320;256;192
47;27;82
271;356;208
233;36;251
261;288;289
18;55;20
27;88;211
231;569;520
58;5;136
388;229;243
272;176;133
50;53;35
141;38;115
257;104;105
300;28;111
298;538;249
36;265;189
261;189;180
399;227;177
98;86;32
176;101;115
252;124;353
224;306;219
288;290;34
241;434;279
69;84;52
181;166;117
231;183;179
260;264;172
258;57;274
262;193;67
209;122;274
414;169;280
96;300;58
273;83;245
270;60;249
115;94;44
109;185;109
190;135;134
242;166;215
193;174;50
464;256;292
145;185;129
76;317;720
46;8;40
84;165;119
233;6;214
32;117;135
187;330;214
250;159;192
308;144;340
260;196;141
119;54;23
73;142;287
285;323;249
192;156;48
356;320;156
259;220;127
20;251;30
60;109;91
72;170;154
168;95;193
296;214;165
18;92;8
79;169;84
288;34;290
420;156;288
205;183;165
76;324;285
285;474;261
86;158;150
71;60;114
232;158;108
231;213;118
287;435;215
72;75;71
66;168;116
176;5;290
121;102;127
177;21;175
11;14;7
402;285;242
198;121;195
122;69;80
287;46;77
122;160;100
286;185;62
210;44;237
162;137;7
117;292;284
269;96;128
189;240;76
62;120;56
99;364;271
3;150;222
261;100;242
114;85;130
128;211;110
56;172;118
171;119;119
134;152;58
256;145;10
61;6;272
144;342;275
78;239;288
