1416;1746;1544;1324;797;974
708;1012;128;874;1672;1823
1404;416;197;1720;1081;119
386;1656;1277;1947;1953;1024
1569;1816;148;579;748;496
1895;1098;768;1229;106;350
1459;965;312;1592;151;677
1703;601;889;794;756;260
1442;578;445;1376;1074;1402
835;1258;590;1000;359;402
441;1026;495;661;1486;380
1212;1949;1202;107;1367;209
86;1912;590;1666;1507;1683
1984;1820;474;1619;1940;128
1841;438;88;847;1175;1012
1168;800;522;288;475;83
1744;1119;1591;1106;1502;1877
16;474;1235;321;174;1029
1322;1509;843;935;147;1459
928;1143;1433;619;1713;1864
1258;1013;14;214;69;1707
947;368;1813;1392;928;961
1076;211;34;933;202;404
1674;1360;62;1378;1163;34
365;673;890;1502;81;1949
500;360;908;901;1289;308
1745;1931;1019;411;627;272
132;72;1519;973;1987;4
18;977;1632;1196;1518;1885
1540;1154;1431;322;1625;1950
827;564;223;62;721;1325
1655;975;147;1426;3;1000
705;1008;1755;407;1476;1531
1979;452;757;354;266;581
990;1393;821;646;1975;1864
546;76;1630;1577;191;1600
107;259;1916;349;1422;1394
647;1442;875;1848;1352;1383
1083;926;1810;1945;18;438
805;1777;1005;1658;192;125
356;1599;1184;205;95;1427
1263;1017;1482;596;1354;1177
1742;922;1593;840;1393;1481
22;44;1451;1323;1621;1696
1049;319;498;1850;753;1602
1775;1628;151;1968;299;1209
603;357;1448;831;1945;780
1389;1362;1602;1861;1467;1375
113;1732;221;11;1091;761
134;1274;1818;272;942;724
590;845;1529;618;292;284
1897;1241;787;1357;1957;1551
614;216;62;1285;1249;1761
927;1894;465;666;1864;30
782;551;443;126;1359;1665
390;1149;364;760;210;290
1522;633;1084;1008;1027;11
969;959;1859;1053;1443;1213
1981;1936;766;364;483;1543
1611;502;606;1950;102;947
1790;334;626;1983;97;332
1961;438;893;743;1505;680
1512;837;61;589;7;18
534;1849;1843;1063;1129;1175
628;1749;947;227;761;261
213;1543;1510;605;1761;263
567;288;863;1123;1002;1405
1244;311;1608;1214;530;1737
817;1886;1539;447;1206;942
1240;747;204;1861;1305;958
283;1522;758;299;1001;350
159;1455;194;1166;145;1922
1868;1065;1638;234;775;981
319;177;509;292;695;1574
1686;1713;346;724;1691;1779
591;1736;808;505;1863;178
234;1886;1011;80;885;1021
999;1576;481;150;712;473
251;591;929;781;1123;648
1583;158;1464;844;1127;1872
900;700;333;1068;1220;1457
1915;868;1605;1196;1951;327
1141;963;264;878;1099;1355
419;1123;1483;60;1165;129
1845;1437;952;42;711;25
990;337;1599;1249;1440;468
198;544;960;1320;83;351
713;1555;1442;343;1572;642
815;1708;1346;153;481;936
132;1761;1025;263;219;1527
1911;1971;956;832;698;1375
518;1681;1939;1278;1166;1320
1994;647;256;504;1465;410
620;1930;1292;1637;550;1532
999;1528;298;1896;343;1415
1949;379;317;1976;1376;894
195;125;1772;1040;2;898
224;56;1292;1779;1886;746
592;1215;696;1914;1407;547
1974;1413;825;1824;868;1465
981;1654;683;1873;333;1026
1326;610;798;459;1895;1362
1596;676;72;1256;84;1850
1850;1139;1966;1929;1292;1886
1459;1613;1271;1221;98;1037
961;1305;1388;1853;935;1605
654;61;859;1919;326;1848
1141;1524;463;345;736;1719
1895;458;1962;1611;878;1457
1903;1278;864;1609;1744;555
1473;1514;764;1951;1617;1054
1264;1497;1473;1295;1412;223
1981;818;1855;148;1933;1054
796;1827;1038;550;31;1655
1038;63;1700;1928;1587;1777
826;553;472;1085;495;444
1211;351;187;1897;1211;437
173;1719;931;1789;1826;497
1719;1736;871;680;1963;194
1500;657;1312;359;1793;20
844;653;1207;1327;899;1559
1984;1430;1760;792;102;427
235;266;1697;1219;129;888
157;560;1614;1386;767;39
1775;664;1830;1625;765;1635
281;1535;1886;1447;641;108
209;788;354;485;959;853
498;1983;86;1633;893;1643
229;874;1472;291;685;1589
950;1526;250;121;292;653
389;465;1437;1304;1406;1015
683;150;397;1598;1414;891
1988;1723;658;1670;1643;207
313;1688;1866;1598;253;1380
1518;36;1064;1209;241;1689
1019;927;1905;1867;1374;2
768;478;1839;1559;1767;929
1778;1349;497;716;1744;1262
1149;771;564;1572;1811;451
665;614;1536;1843;877;1678
657;165;474;857;1129;481
1493;1691;1722;1243;380;169
1557;898;1388;1825;837;1876
1317;1155;901;1214;256;485
424;1352;1954;1668;10;334
1716;1366;1461;795;1220;891
33;730;154;1509;92;1425
1765;250;1534;1488;835;1888
1475;1515;955;659;604;1914
1336;1459;1471;1427;1850;256
852;1055;407;1154;1199;971
55;651;1446;713;21;1040
1687;1090;1557;1577;33;1902
545;572;1566;242;112;1610
1845;1593;1681;979;926;1635
171;361;636;572;1503;214
808;956;1461;484;1250;86
479;560;802;31;1062;410
1410;966;1087;1613;774;1806
1104;1746;1042;1452;1761;637
1087;1135;470;444;353;509
556;1210;1873;656;1340;1521
1824;1479;1969;804;1698;483
1750;179;1594;1110;397;1828
1466;825;1580;779;642;1053
1677;1041;745;599;690;1336
142;1101;459;1433;938;1367
1672;1214;961;482;649;1119
902;1351;1379;1707;568;1130
693;1108;621;1458;1491;1296
506;548;728;219;388;1478
1315;1577;602;60;973;928
307;1033;667;1943;131;642
479;1238;944;1708;731;917
1125;1035;1813;1070;625;219
1377;1462;1491;21;1002;1494
721;1771;671;1616;1108;564
77;1203;1125;200;1155;2000
166;1703;662;1078;885;1669
737;1340;821;1149;275;1933
1301;1134;1661;1003;827;1877
1961;1986;1405;1142;738;1827
1172;1262;630;1505;1966;1766
1829;1359;1331;658;1880;661
1905;1760;1710;1157;913;1585
1333;1451;886;18;1819;1525
1970;1476;1520;1213;116;1347
162;331;692;556;410;1779
577;79;410;385;1435;620
249;1378;533;206;1203;649
1731;185;1895;31;597;871
1744;895;135;1366;1252;250
289;1797;1670;1653;722;1140
1088;1730;998;1164;1224;1617
1961;384;1212;1679;323;1957
258;1817;1921;1774;1857;263
1731;631;801;670;1568;803
1926;1789;727;1613;1711;1645
425;837;516;1394;78;525
1199;920;886;857;18;682
1696;208;978;1353;1798;1332
1546;1051;472;78;909;771
901;1035;119;110;466;99
608;553;199;681;18;1677
857;1780;1667;1285;1417;1524
640;1376;889;1323;620;300
1788;887;709;1235;1558;339
1671;627;1807;107;212;1304
1775;1554;231;569;779;1145
67;730;1104;412;1521;508
922;95;1502;1248;250;1278
1054;155;732;1633;1013;1569
184;659;98;1441;840;1273
1331;212;1669;544;928;1774
360;384;1440;1035;795;1036
1328;361;425;797;936;1761
1772;924;458;728;788;1369
1385;1825;371;1490;725;966
726;1857;1647;5;1507;860
545;1664;134;563;1030;297
413;1972;605;857;1426;1219
604;1132;1687;1144;1593;634
1127;781;171;1752;498;285
1507;1114;473;1926;1947;594
674;1946;117;1884;1681;1716
1967;989;1335;856;573;1080
958;1249;245;1336;1955;251
763;1081;1287;114;1893;1756
443;750;1705;1769;1413;1959
553;1964;593;436;1094;1573
202;1346;1912;1187;1978;1589
1968;338;1574;1004;1999;1504
1816;1816;1816;1816;1816;1816
1284;594;1576;806;272;468
949;1201;913;715;1365;1678
1374;343;1039;1324;1497;13
380;334;884;1648;23;381
1292;1497;1384;1867;307;1394
986;1137;620;17;1316;1709
1303;838;1078;463;1050;495
1471;1;1575;69;714;535
1855;208;188;1726;352;1914
570;131;401;1274;1039;280
1912;1316;911;1816;1299;1505
529;42;1505;465;572;1102
843;1812;1087;1152;908;1711
1774;392;1151;337;1867;838
1434;1150;908;1934;498;77
847;595;1339;1567;30;199
377;299;154;1108;256;1801
146;1227;1923;1782;1970;90
1015;1216;298;1037;1709;1449
1688;1493;1925;1841;360;1859
907;801;1838;941;158;1041
327;131;1068;784;1687;1481
944;1152;14;567;1967;98
1997;629;439;1409;328;1270
1728;212;1954;224;1781;824
1836;2000;1460;1687;758;1329
818;571;1389;511;5;1521
1506;715;779;1114;302;395
1116;1981;1556;1339;1503;1137
498;1012;1393;1742;1714;1163
849;859;1718;517;1880;1792
644;563;644;563;449;449
85;925;635;352;1169;1095
1915;1669;1646;683;79;1712
221;1369;1981;422;1105;1000
1381;805;291;13;980;9
1563;1423;1030;967;1196;496
601;1364;1273;85;1831;1119
468;1677;133;1169;164;1550
1804;41;1741;1876;7;765
307;1070;1193;1814;1499;230
909;759;160;1885;1396;1860
1351;1991;300;1506;1553;163
249;217;405;1479;175;1597
1763;905;188;1144;502;1038
967;1187;1198;161;695;1735
1917;525;668;1267;1487;243
1624;1055;666;983;161;1764
1831;808;1779;1934;1309;1678
752;958;1800;1683;69;513
1990;1513;1154;883;1151;596
1043;137;1581;880;388;605
416;1244;1380;1928;75;1455
353;883;882;988;1783;767
1657;1204;1412;1711;661;1311
347;1918;584;1064;1988;362
1512;328;1071;703;508;435
598;1161;453;246;310;554
743;1604;167;1837;805;771
1535;1302;209;1945;1442;1423
576;1539;507;1618;1589;1004
980;1715;1751;1021;437;421
1391;1590;914;1409;588;1125
1635;763;1411;740;825;222
522;569;1707;272;342;475
105;884;723;988;1085;501
424;880;86;1217;1889;663
1461;1045;1035;1078;406;728
947;414;1997;1826;1970;375
1294;358;1613;1506;401;964
382;149;617;1807;652;658
702;1400;35;1003;791;1770
71;642;743;956;1518;692
396;838;167;1306;1521;1991
348;1429;1608;1829;1023;688
580;1492;878;499;139;1452
382;305;1510;1086;639;830
269;1113;765;1329;766;1742
603;1544;669;1439;570;1014
331;1235;1211;982;623;487
258;1543;200;1238;1717;1246
654;112;1913;1964;65;1753
1256;821;975;475;193;460
376;910;58;154;91;1779
658;21;423;437;564;1289
903;1178;173;1905;54;1375
1571;737;706;1816;1100;243
456;1696;1625;915;234;1942
235;737;842;1118;19;1011
958;1382;1463;1585;1474;1579
398;1259;4;1115;1671;882
1159;132;357;1119;27;33
1994;662;559;99;521;1402
779;721;1774;1082;1677;1117
619;1276;589;682;548;853
900;944;638;331;1963;3
862;1438;936;1783;1531;1246
386;1231;209;1289;1845;769
1003;1372;431;402;901;1332
984;1895;634;1338;645;1492
683;467;1196;1690;1481;1222
864;687;1390;1484;427;1834
278;996;466;1587;1361;216
342;720;848;1571;1600;98
1483;1260;388;1785;1315;1603
204;355;10;247;603;1496
1025;734;423;1327;1697;1029
96;327;365;1236;1409;752
1597;1727;215;704;1388;222
307;1577;1564;1665;126;1271
1023;1636;580;481;352;1290
426;752;1864;1671;1832;1075
335;1415;321;1594;982;1556
1989;1918;1555;1891;1824;1203
937;547;1988;30;1543;1404
175;368;1711;1701;312;1060
917;1921;1165;559;172;1169
1301;1851;1918;1121;73;82
711;1834;900;1159;10;1544
1796;479;666;345;803;1146
1674;1518;127;1685;1309;318
1714;1559;1046;438;484;809
1508;1350;527;1730;1605;1572
1417;153;1138;1128;1529;1911
1608;1496;1325;360;114;670
1128;1408;376;413;1002;433
997;1022;1314;1245;1841;597
1035;135;1289;1229;1480;758
1275;714;1878;778;1026;491
1599;849;702;1627;1891;1889
37;1031;266;1962;432;640
439;653;52;1302;1553;140
355;458;1168;452;1881;1637
1745;402;302;373;923;1723
874;1476;295;676;1095;1886
1107;1333;942;957;1137;1370
1351;330;726;1259;1729;696
597;1911;1031;1465;320;111
1578;985;1246;37;1873;1936
1595;17;1048;1492;516;1800
761;360;1479;181;891;254
1811;1243;1958;311;412;524
137;86;337;169;713;1546
984;333;578;592;106;915
905;1425;1719;1451;601;893
95;943;860;139;1172;230
494;1641;1396;675;803;635
1463;1148;1760;453;1323;73
947;185;199;255;1574;593
662;969;579;879;1970;932
1203;622;1617;94;1479;1046
1499;1288;435;810;1035;1789
1803;332;1237;1812;1890;1465
1398;1271;336;1595;206;542
65;893;318;826;1993;957
403;1113;1386;891;812;1459
1290;1031;254;1085;1975;807
1574;462;1644;1024;1039;877
1563;921;816;425;1391;849
1498;1655;765;1484;1474;1092
896;437;655;588;1816;1559
1507;455;81;1205;960;910
177;1686;671;202;1859;299
622;1777;140;564;1340;478
661;332;1579;583;1894;1492
1725;1304;1178;892;327;1902
1869;561;1930;582;431;322
364;430;572;448;455;572
1915;1207;824;806;1993;667
530;1907;1156;884;1123;1319
1625;8;1764;1480;1262;1614
408;906;238;1193;362;590
725;741;1074;1991;1297;1637
1310;660;196;576;430;1756
1835;432;550;1586;1593;804
1270;1573;1578;1182;685;518
1486;1974;1167;1505;1363;1912
294;676;1506;390;95;1165
1215;232;553;1251;1838;1789
654;1946;820;992;1356;127
1542;1085;1790;1167;419;947
1097;757;1754;1843;992;1990
1490;304;706;696;708;479
762;1811;1099;1039;626;102
59;869;805;596;1384;987
519;420;1743;739;916;300
528;1071;1492;1924;1784;18
1134;1017;1169;813;913;93
1726;805;1193;1932;1228;1312
856;897;1576;318;1080;1016
1643;900;669;174;1908;1719
872;1017;188;117;1503;1304
1726;428;435;1675;907;777
724;723;502;338;515;1106
1723;1539;1377;907;561;67
1014;74;986;121;610;1427
1615;687;1611;415;1442;100
1392;1997;401;1814;1601;1858
1171;1454;1530;157;249;1282
1183;1796;43;1066;752;1145
1604;215;143;393;797;1683
574;996;974;1034;1943;1930
870;720;241;1740;126;1754
693;1889;1947;573;1629;720
1186;998;926;1368;381;94
326;483;1518;1613;1675;766
879;478;1246;1995;209;169
910;153;460;1624;1399;1829
480;1080;1915;818;612;601
142;220;1519;1962;1420;761
1164;1748;1184;1368;1812;1649
308;133;1298;1052;1243;990
933;122;522;1546;1255;1355
1550;1751;1647;1973;1218;1697
55;1898;831;1639;805;1612
1717;1573;1254;1561;401;21
97;1619;1068;1869;1254;955
1214;1521;43;426;1695;978
1057;1799;776;1316;1185;1732
823;1557;1867;1710;1446;1524
1336;1164;1326;66;1705;410
1163;1482;1854;350;1538;745
982;244;1394;1766;1654;1628
1986;1525;77;1638;503;1875
174;106;1673;1416;294;1420
660;746;622;1497;1814;1629
1722;1261;626;1078;1513;1645
1620;321;725;888;1520;1086
1710;474;1855;216;729;295
1407;1358;1868;1367;1210;336
1510;819;646;1039;886;1468
824;896;134;1552;649;1259
639;1124;1500;216;1897;46
1129;747;1896;1446;171;1758
574;1646;225;1425;788;715
931;1763;142;1546;1616;823
1376;611;1993;1162;1151;156
1994;893;320;634;69;490
1691;432;1320;665;483;1605
533;1045;1616;696;42;497
916;1267;1470;1349;1621;1290
764;1230;648;1726;1330;409
1711;1329;966;1972;536;1262
95;636;727;1637;390;1679
1055;1173;1725;1230;1251;440
465;253;649;1894;65;1491
883;1137;868;261;1512;1924
1607;1554;1209;1745;251;464
891;1652;263;1816;723;1978
791;63;1854;1373;936;1193
1741;402;1955;1315;1599;556
1500;1985;214;628;1075;122
826;1110;703;860;1307;1160
361;1635;1006;1529;1447;822
1025;1341;279;871;1482;1712
1663;1303;1391;482;1468;1182
1978;400;1905;1150;1323;245
712;1463;1607;703;1198;641
1769;585;868;541;1796;1346
1914;528;1239;947;863;870
1768;117;357;754;1963;1855
1572;1589;1360;299;1915;1282
853;1779;1641;26;1986;1686
664;1014;707;388;793;446
1235;1639;642;405;1955;1018
1513;1571;1525;10;1406;1395
409;1201;1129;1364;410;320
468;343;1889;1243;262;450
1188;596;1264;605;671;1985
504;1426;321;1476;602;1790
565;1923;936;116;153;1727
1671;1407;888;577;96;376
349;629;188;1022;1057;166
578;417;40;1213;1532;1009
577;330;1409;1826;562;1300
88;1831;53;576;1539;1877
1295;44;225;1047;1298;318
707;419;1732;1606;225;1229
1472;1939;1265;1629;214;1891
1621;749;1126;79;1547;1553
1877;177;766;607;613;1919
718;471;1597;66;1953;1237
1295;1247;21;1654;1117;1999
1161;1311;1239;1115;320;1549
1404;1550;1948;1978;106;698
315;1791;1341;595;508;1944
1470;51;675;1467;1136;1420
1335;319;1100;1696;356;1452
1624;125;801;1236;1145;614
5;679;1456;856;1190;1662
1178;385;305;1671;180;1445
1028;537;1403;1987;483;1374
1234;159;337;592;1983;1323
756;1270;158;1008;136;590
1205;34;1550;396;534;458
887;803;1;1867;793;69
283;23;123;539;138;837
100;696;708;860;1234;1926
59;1315;105;1909;626;1048
488;859;347;1813;916;921
280;997;1281;748;1353;1896
607;473;1846;286;647;563
1312;782;22;1430;501;866
1268;925;103;185;619;1464
459;1489;854;695;758;335
256;1497;1804;420;1084;1022
816;592;1494;289;281;1838
126;174;690;1179;376;1669
1288;204;554;1718;1747;873
1131;1869;1815;686;1205;735
1541;1887;1985;854;37;1211
506;1787;220;207;946;1585
